,"FI","KKO","Kyröskoski","Kyroskoski","11","--3-----","RL","1307",,"6140N 02311E",
,"FI","KKP","Koskenpää","Koskenpaa","08","--3-----","RL","1307",,"6205N 02509E",
,"FI","KKR","Kökar","Kokar","01","1-------","AF","1307",,"5956N 02053E",
,"FI","KKV","Koskenkorva","Koskenkorva","03","1----6--","RL","1307",,"6241N 02228E",
,"FI","KLA","Klamila","Klamila","09","1-3-----","RL","1307",,"6031N 02728E",
,"FI","KLE","Kempele","Kempele","14","-23-----","RL","1307",,"6455N 02529E",
,"FI","KLH","Kolho","Kolho","11","-23-----","RL","1307",,"6208N 02431E",
,"FI","KLI","Kolari","Kolari","10","--3----B","AC","1401",,"6720N 02348E",
,"FI","KLO","Kulloo (Kullo)","Kulloo (Kullo)","18","--3-----","RL","1307",,"6021N 02530E",
,"FI","KLT","Kalanti","Kalanti","19","-23-----","RL","1307",,"6049N 02134E",
,"FI","KLU","Klaukkala","Klaukkala","18","--3-----","RL","1401",,"6023N 02445E",
,"FI","KLV","Kallviken","Kallviken",,"1-------","RL","1107",,"6022N 02627E",
,"FI","KMI","Kokemäki","Kokemaki","17","--3-----","AF","1401",,"6115N 02221E",
,"FI","KMK","Kuomiokoski","Kuomiokoski","13","--3-----","RL","2001",,"6126N 02708E",
,"FI","KMM","Keminmaa","Keminmaa","10","--3-----","RQ","1307",,"6548N 02432E",
,"FI","KMS","Kymenlaakso","Kymenlaakso","09","-----6--","RL","1307",,"6030N 02700E",
,"FI","KMU","Kormu","Kormu","06","--3-----","RQ","1307",,"6044N 02439E",
,"FI","KNK","Killinkoski","Killinkoski","11","--3-----","RL","1307",,"6224N 02353E",
,"FI","KNL","Kinnula","Kinnula","14","--3-----","AA","2007",,"6322N 02458E",
,"FI","KNN","Kannonkoski","Kannonkoski",,"--3-----","RL","1301",,"6258N 02515E",
,"FI","KNP","Kankaanpää","Kankaanpaa","03","-23-----","AC","1401",,,
,"FI","KNS","Kannus","Kannus","07","--3-----","AF","1307",,"6354N 02355E",
,"FI","KNT","Kantvik","Kantvik","18","1-------","AF","1401",,"6005N 02423E",
,"FI","KNV","Konnevesi","Konnevesi","13","--3-----","AA","2007",,"6237N 02617E",
,"FI","KO8","Saynatsalo","Saynatsalo","08","--3-----","AA","1601",,"6208N 02546E",
,"FI","KOJ","Kojonkulma","Kojonkulma","19","1-------","RL","1401",,"6057N 02259E",
,"FI","KOK","Karleby (Kokkola)","Karleby (Kokkola)","07","123-----","AI","1307",,"6350N 02307E",
,"FI","KOK","Kokkola (Karleby)","Kokkola (Karleby)","07","123-----","AI","1307",,"6350N 02307E",
,"FI","KOL","Haikola","Haikola","14","--3-----","RL","1307",,"6354N 02432E",
,"FI","KON","Kontiolahti","Kontiolahti","13","--3-----","RL","1701",,"6246N 02951E",
,"FI","KOR","Korppoo (Korpo)","Korppoo (Korpo)","19","1-------","AI","1401",,"6010N 02134E",
,"FI","KOR","Korpo (Korppoo)","Korpo (Korppoo)","19","1-------","AI","1401",,"6010N 02134E",
,"FI","KOU","Koura","Koura","03","--3-----","AA","1601",,"6243N 02306E",
,"FI","KP7","Sykäräinen","Sykarainen","07","--3-----","RL","1701",,"6337N 02425E",
,"FI","KPH","Korpilahti (Korplax)","Korpilahti (Korplax)","07","--3-----","RL","1307",,"6352N 02314E",
,"FI","KPL","Kaipola","Kaipola","04","123-----","RL","1307",,"6149N 02513E",
,"FI","KPN","Kaipiainen","Kaipiainen",,"-23-----","RL","0201",,"6054N 02707E",
,"FI","KR2","Karvala","Karvala",,"--3-----","RL","1301",,"6308N 02333E",
,"FI","KRB","Kronoby","Kronoby","14","--3-----","AA","2007",,"6343N 02301E",
,"FI","KRI","Arkkukari","Arkkukari","15","--3-----","RL","1901",,"6436N 02424E",
,"FI","KRJ","Karijoki (Bötom)","Karijoki (Botom)","03","--3-----","RL","1401",,"6218N 02142E",
,"FI","KRK","Karkkila (Högfors)","Karkkila (Hogfors)","18","--3-----","AF","1401","QVF","6032N 02411E",
,"FI","KRK","Högfors (Karkkila)","Hogfors (Karkkila)","18","--3-----","AF","1401","QVF","6032N 02411E",
,"FI","KRO","Kronvik","Kronvik","12","1-------","AF","1401",,"6304N 02131E",
,"FI","KRS","Kristiinankaupunki (Kristinestad)","Kristiinankaupunki (Kristinestad)","12","1-------","AI","1401",,"6217N 02123E",
,"FI","KRS","Kristinestad (Kristiinankaupunki)","Kristinestad (Kristiinankaupunki)","12","1-------","AI","1401",,"6217N 02123E",
,"FI","KRT","Kuortane","Kuortane","03","--3-----","AF","1401",,"6248N 02330E",
,"FI","KRU","Kruunupyy","Kruunupyy","14","--3-----","AA","1907",,"6343N 02302E",
,"FI","KRV","Kaaresuvanto","Kaaresuvanto","10","--3----B","AC","1307",,"6827N 02230E",
,"FI","KSA","Kangasala","Kangasala","11","--3-----","RL","1401",,"6128N 02405E",
